ID,birth_year,gender,yr_experience,industry,occupation,num_employees,household_size,metro_regional,perc_RW_last_q,pref_perc_RW_last_q,perc_RW_last_yr,pref_perc_RW_last_yr,pref_RW_post_covid,update_RW_agreement_post_covid,worked_RW_past_six_months,frequency_RW,pref_frequency_RW,employer_onsite_policy,perc_required_onsite,employers_policy_suits_me,choose_level_of_RW,choose_which_days_RW,direct_manager_denies_allows_RW,feelings_about_employer_policy,six_months_employer_encouraged_RW,six_months_employer_prepared_employees_for_RW,six_months_common_to_RW,six_months_easy_to_get_permission,six_months_collaborate_easily_RW,pared_collab,six_months_RW_decreases_chance_of_promotion,six_months_take_more_breaks_RW,RW_positive_or_negative_for_employer,who_in_org_is_most_supportive_of_RW,post_covid_employer_would_encourage_RW,post_covid_emplolyer_would_make_changes_to_accomodate_RW,post_covid_more_choice_about_RW,hrs_spent_onsite_preparing_commuting,hrs_spent_onsite_working,hrs_spent_onsite_caring_domestic_activities,hrs_spent_onsite_personal_family_time,hrs_spent_onsite_sleep,hrs_spent_RW_preparing_commuting,hrs_spent_RW_working,hrs_spent_RW_caring_domestic_activities,hrs_spent_RW_personal_family_time,hrs_spent_RW_sleep,RW_paycut_interest,accepted_paycut,six_month_barriers_RW_caring_responsibilities,six_month_barriers_RW_connectivity,six_month_barriers_RW_company_software_systems,six_month_barriers_RW_difficulty_collaborating_remotely,six_month_barriers_RW_poor_management,six_month_barriers_RW_IT_equipment,six_month_barriers_RW_feeling_leftout_isolated,six_month_barriers_RW_extra_costs,six_month_barriers_RW_cyber_security,six_month_barriers_RW_tasks_that_cannot_be_done_remotely,six_month_barriers_RW_workspace_conditions,six_month_barriers_RW_motivation,six_month_barriers_RW_managment_discourages_remote_work,six_month_barriers_RW_living_situation,six_month_barriers_RW_lack_of_RW_skills,six_month_barriers_RW_health_safety_remote,hybrid_biggest_barriers_one,hybrid_smallest_barriers_one,hybrid_biggest_barriers_two,hybrid_smallest_barriers_two,hybrid_biggest_barriers_three,hybrid_smallest_barriers_three,hybrid_biggest_barriers_four,hybrid_smallest_barriers_four,hybrid_biggest_barriers_five,hybrid_smallest_barriers_five,hybrid_biggest_barriers_six,hybrid_smallest_barriers_six,hybrid_biggest_barriers_seven,hybrid_smallest_barriers_seven,hybrid_biggest_barriers_eight,hybrid_smallest_barriers_eight,hybrid_biggest_barriers_nine,hybrid_smallest_barriers_nine,hybrid_biggest_barriers_ten,hybrid_smallest_barriers_ten,hybrid_biggest_barriers_eleven,hybrid_smallest_barriers_eleven,hybrid_biggest_barriers_twelve,hybrid_smallest_barriers_twelve,hybrid_biggest_barriers_thirteen,hybrid_smallest_barriers_thirteen,hybrid_biggest_barriers_fourteen,hybrid_smallest_barriers_fourteen,feel_better_when_RW,pared_wellness,more_active_when_RW,feel_better_seeing_colleagues_onsite,do_you_manage_employees,managed_employees_RW,can_offer_RW_to_managed_employees,offering_RW_retains_employees,offering_RW_recruits_employees,team_works_well_RW,easy_to_manage_employees_RW,easy_to_manage_poor_performers_RW,well_prepared_to_manager_RW,managing_RW_more_results_focused,easy_to_contact_employees_RW,productivity_RW,managed_employees_productivity_RW
74,1981,Male,Between 6 and 12 months,Public Administration and Safety,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,Couple with dependent children,Metro,60%,40%,60%,60%,40%,Yes,Yes,60%,60%,Yes,40%,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,4,Somewhat disagree,Strongly disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,2,8,3,4,7,1,9,4,3,7,Yes,0.05,Significantly improved,Somewhat improved,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Somewhat worsened,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Lack of privacy,Difficulty innovating,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Noisy work environment,Problems with audio-visual setup,Connectivity/internet issues,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Neither agree nor disagree,3,Strongly disagree,Somewhat agree,No,,,,,,,,,,,10%,
1035,1962,Female,Between 6 and 12 months,"Transport, Postal and Warehousing",Professionals - ICT Professionals,More than 200,Single person,Metro,80%,80%,80%,80%,80%,Yes,Yes,10%,10%,No,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,4,Somewhat disagree,Strongly agree,Somewhat Positive,Senior leadership,Somewhat likely,Somewhat likely,Very likely,3,8,2,3,8,0.5,8.5,2,5,8,No,,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Interruptions,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Difficulty innovating,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Noisy work environment,Neither agree nor disagree,3,Somewhat agree,Somewhat agree,No,,,,,,,,,,,10%,
945,1982,Male,Between 1 and 5 years,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,Metro,90%,70%,80%,60%,40%,Yes,Yes,10%,10%,No,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,4,Somewhat disagree,Neither agree nor disagree,Somewhat Positive,They are about the same,Neither unlikely or likely,Somewhat likely,Very likely,1.5,8.5,1.5,4.5,8,0.5,8.5,1.5,5.5,8,No,,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Not a barrier for me,Somewhat worsened,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Not a barrier for me,Somewhat improved,Stayed about the same,Somewhat improved,Difficulty collaborating with remote colleagues,Lack of privacy,Problems with audio-visual setup,Lack of privacy,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Noisy work environment,Connectivity/internet issues,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Problems with audio-visual setup,Lack of privacy,Difficulty collaborating with remote colleagues,Difficulty innovating,Problems with audio-visual setup,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of privacy,Problems with audio-visual setup,Noisy work environment,Neither agree nor disagree,3,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,10%,
1047,1977,Female,More than 5 years,Education and Training,Managers - Specialist Managers,Between 20 and 199,Single person,Metro,100%,100%,100%,50%,30%,No,Yes,50%,50%,Unsure,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,2,Somewhat disagree,Somewhat disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Somewhat unlikely,Somewhat likely,1,7,3,5,8,1,7,4,4,8,No,,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty innovating,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Interruptions,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of privacy,Interruptions,Lack of privacy,Noisy work environment,Difficulty collaborating with remote colleagues,Neither agree nor disagree,3,Neither agree nor disagree,Somewhat agree,Yes,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,0%,0%
1392,1984,Male,Between 6 and 12 months,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,Metro,90%,90%,90%,90%,80%,Yes,Yes,80%,80%,No,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,2,Neither agree nor disagree,Somewhat agree,Strongly Positive,They are about the same,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,3,6,4,3,8,0,8,4,4,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Interruptions,Noisy work environment,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Neither agree nor disagree,3,Strongly agree,Neither agree nor disagree,Yes,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30%,30%
929,1971,Male,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,More than 200,Couple with dependent children,Metro,70%,80%,60%,50%,50%,Yes,Yes,60%,50%,Yes,50%,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,2,Somewhat agree,Somewhat agree,Strongly Positive,Senior leadership,Very likely,Very likely,Very likely,2,10,1,4,7,2,10,1,4,7,No,,Stayed about the same,Significantly improved,Somewhat improved,Significantly improved,Not a barrier for me,Significantly improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly improved,Somewhat improved,Somewhat worsened,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty innovating,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Interruptions,Difficulty collaborating with remote colleagues,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Neither agree nor disagree,3,Neither agree nor disagree,Strongly agree,Yes,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,0%,0%
1281,1964,Male,Between 1 and 5 years,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with dependent children,Regional,20%,20%,20%,20%,20%,Yes,Yes,20%,20%,Yes,20%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,2,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1,9,1,5,8,1,10,3,5,5,Yes,0.2,Stayed about the same,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Difficulty collaborating with remote colleagues,Noisy work environment,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty innovating,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Noisy work environment,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of privacy,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Problems with audio-visual setup,Lack of privacy,Difficulty collaborating with remote colleagues,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Neither agree nor disagree,3,Neither agree nor disagree,Somewhat agree,Yes,Yes,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0%,0%
1206,1969,Female,More than 5 years,Construction,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,One parent family with dependent children,Metro,10%,20%,20%,20%,20%,Yes,No,,,Yes,20%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat Negative,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,2,Strongly agree,Somewhat disagree,Neither positive nor negative,Senior leadership,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,5,8,3,3,5,5,8,3,3,5,Yes,0.8,Significantly worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Not a barrier for me,Significantly worsened,Significantly worsened,Significantly worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Significantly worsened,Noisy work environment,Interruptions,Problems with audio-visual setup,Connectivity/internet issues,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Interruptions,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Connectivity/internet issues,Difficulty innovating,Lack of appropriate work and meeting spaces,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Lack of privacy,Difficulty innovating,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty innovating,Difficulty collaborating with remote colleagues,Neither agree nor disagree,3,Neither agree nor disagree,Somewhat disagree,Yes,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,40%,40%
210,1990,Male,Between 6 and 12 months,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Single person,Metro,20%,40%,60%,80%,70%,Yes,Yes,50%,10%,Yes,50%,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither positive nor negative,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,2,Neither agree nor disagree,Somewhat disagree,Somewhat Positive,Senior leadership,Somewhat likely,Somewhat unlikely,Somewhat likely,4,3,3,3,11,4,4,4,4,8,Yes,0.12,Significantly worsened,Somewhat worsened,Stayed about the same,Significantly worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Significantly worsened,Significantly worsened,Stayed about the same,Significantly worsened,Significantly worsened,Stayed about the same,Stayed about the same,Not a barrier for me,Somewhat improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,3,Somewhat disagree,Strongly disagree,Yes,Yes,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,20%,20%
1261,1961,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,Couple with dependent children,Regional,80%,50%,10%,10%,20%,Yes,Yes,30%,10%,Yes,100%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,2,Strongly disagree,Somewhat agree,Somewhat Positive,They are about the same,Very unlikely,Somewhat likely,Very unlikely,1.5,7.5,2,6,7,0,8.5,2,6.5,7,No,,Not a barrier for me,Not a barrier for me,Somewhat worsened,Significantly worsened,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat worsened,Significantly worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Difficulty collaborating with remote colleagues,Lack of privacy,Problems with audio-visual setup,Connectivity/internet issues,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Difficulty innovating,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Noisy work environment,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Neither agree nor disagree,3,Somewhat disagree,Strongly agree,Yes,Yes,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,20%,20%
